ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
0CA4,Masculino,25,Pardo,Ensino Superior,MA,5,Contabilidade,Analista Pleno
D4F2,Feminino,23,Pardo,Mestrado,TO,5,Operacoes,Analista Junior
06B7,Feminino,27,Pardo,Ensino Superior,MG,9,Operacoes,Gerente
0F55,Masculino,38,Pardo,Ensino Superior,MS,8,TI,Gerente
6A79,Masculino,40,Preto,Ensino Superior,CE,2,TI,Analista Junior
812E,Masculino,36,Pardo,Ensino Superior,AL,0,Compras,Analista Junior
97F4,Feminino,48,Pardo,Ensino Superior,GO,4,Contabilidade,Analista Senior
911D,Masculino,20,Pardo,Ensino Superior,PE,,Recursos Humanos,Analista Pleno
F449,Feminino,20,Preto,Pos graduacao,RN,,Compras,Analista Senior
09D9,Masculino,,Pardo,Ensino Superior,RO,4,Vendas,Analista Junior
4B36,Masculino,30,Pardo,Ensino Medio,MG,5,TI,Analista Senior
F183,Masculino,22,Branco,Ensino Superior,TO,0,Operacoes,Analista Junior
81E5,Masculino,41,Pardo,Ensino Superior,PB,8,Contabilidade,Analista Junior
C354,Masculino,32,Branco,Ensino Superior,SP,7,Administrativo,Analista Senior
0563,Masculino,31,Branco,Ensino Superior,PI,5,Recursos Humanos,Analista Pleno
5381,Feminino,37,Pardo,Pos graduacao,MG,1,Contabilidade,Analista Senior
2AD1,Masculino,41,Branco,Ensino Superior,GO,12,Vendas,Analista Senior
6B68,Feminino,28,Pardo,Ensino Superior,DF,6,Recursos Humanos,Analista Pleno
B9D9,Masculino,23,Pardo,Ensino Superior,AC,5,Recursos Humanos,Analista Junior
CD23,Masculino,40,Branco,Pos graduacao,RJ,3,Administrativo,Analista Junior
7F5B,Feminino,22,Pardo,Ensino Superior,SP,3,Administrativo,Analista Pleno
8EF8,Feminino,31,Pardo,Ensino Superior,DF,4,Marketing,Analista Pleno
69F6,Masculino,27,Branco,Ensino Superior,GO,2,Marketing,Analista Junior
8D6B,Masculino,24,Branco,Ensino Superior,RO,6,TI,Gerente
2B21,Masculino,25,Pardo,Ensino Superior,MG,5,Marketing,Analista Junior
DA44,Masculino,36,Pardo,Pos graduacao,RR,4,Marketing,Diretor
E493,Feminino,36,Preto,Ensino Superior,SP,4,TI,Analista Senior
2066,Masculino,36,Branco,Ensino Superior,AM,1,Administrativo,Analista Junior
9983,Feminino,30,Pardo,Ensino Superior,RJ,9,Administrativo,Analista Senior
C0E5,Masculino,27,Branco,Ensino Medio,SC,12,Desenvolvimento de Produtos,Analista Pleno
3DDC,Feminino,35,Branco,Ensino Superior,CE,2,Vendas,Analista Junior
1761,Masculino,19,Pardo,Ensino Superior,AC,3,Vendas,Analista Junior
0CDC,Feminino,19,Branco,Doutorado,MG,,Administrativo,Gerente
A630,Masculino,22,Branco,Ensino Superior,MG,6,TI,Analista Junior
E9A5,Masculino,30,Branco,Ensino Superior,PR,6,Desenvolvimento de Produtos,Analista Junior
A11A,Masculino,32,Branco,Pos graduacao,RJ,8,Marketing,Analista Senior
2CA6,Masculino,24,Pardo,Pos graduacao,RR,,Recursos Humanos,Analista Junior
7C78,Feminino,25,Pardo,Pos graduacao,TO,6,TI,Analista Senior
8161,Feminino,36,Pardo,Ensino Superior,SP,7,TI,Analista Pleno
A83B,Feminino,28,Branco,Ensino Superior,RO,6,Marketing,Analista Senior
75FC,Feminino,35,Pardo,Doutorado,AM,9,TI,Gerente
FB82,Masculino,32,Indigena,Ensino Superior,PI,6,Compras,Analista Junior
55B4,Masculino,39,Branco,Ensino Superior,RJ,10,Vendas,Analista Junior
E9BD,Masculino,32,Pardo,Doutorado,RJ,6,Contabilidade,Analista Junior
DDB7,Masculino,23,Pardo,Doutorado,RS,0,Contabilidade,Analista Senior
D4F0,Masculino,23,Branco,Ensino Superior,AL,4,Contabilidade,Analista Pleno
0253,Masculino,37,Branco,Mestrado,AP,7,Recursos Humanos,Analista Pleno
8034,Masculino,28,Branco,Ensino Superior,AC,8,Operacoes,Analista Junior
BDE7,Masculino,30,Pardo,Ensino Superior,MG,8,Desenvolvimento de Produtos,Analista Junior
D971,Masculino,28,Pardo,Mestrado,PB,7,Contabilidade,Analista Pleno
0A33,Masculino,20,Pardo,Ensino Superior,CE,6,Compras,Analista Senior
C9DD,Masculino,35,Branco,Ensino Superior,PA,6,Contabilidade,Analista Junior
6C80,Masculino,21,Pardo,Ensino Superior,SP,,Contabilidade,Analista Junior
4187,Masculino,37,Pardo,Pos graduacao,MA,2,Administrativo,Analista Senior
4CD7,Masculino,37,Preto,Ensino Medio,BA,9,Desenvolvimento de Produtos,Analista Junior
EFC8,Masculino,43,Pardo,Ensino Superior,SP,3,Operacoes,Analista Junior
63AB,Feminino,37,Pardo,Ensino Superior,SP,0,Administrativo,Analista Pleno
C77B,Masculino,28,Pardo,Ensino Superior,RR,1,Recursos Humanos,Analista Junior
329E,Masculino,44,Branco,Ensino Superior,RN,9,Recursos Humanos,Analista Junior
4ECF,Masculino,33,Pardo,Ensino Superior,MG,11,Operacoes,Diretor
62EB,Masculino,35,Pardo,Mestrado,CE,5,Marketing,Analista Junior
210F,Masculino,42,Pardo,Ensino Superior,GO,7,Contabilidade,Analista Pleno
C09B,Masculino,29,Branco,Doutorado,RN,2,Vendas,Analista Pleno
BA2B,Masculino,36,Pardo,Pos graduacao,RJ,6,Desenvolvimento de Produtos,Analista Senior
5CDB,Feminino,26,Branco,Ensino Superior,MG,5,Contabilidade,Analista Junior
DA14,Feminino,23,Pardo,Ensino Superior,AC,2,Marketing,Gerente
7164,Masculino,28,Preto,Mestrado,PR,,Compras,Analista Senior
B1FF,Feminino,45,Branco,Ensino Superior,PR,3,Compras,Analista Junior
4C08,Masculino,36,Preto,Doutorado,RR,5,Vendas,Gerente
7767,Masculino,23,Pardo,Mestrado,PB,7,Operacoes,Analista Senior
8F09,Masculino,33,Pardo,Doutorado,MG,0,Recursos Humanos,Analista Junior
6E2A,Masculino,22,Pardo,Pos graduacao,RO,,Vendas,Analista Junior
5625,Masculino,48,Pardo,Ensino Superior,PE,10,TI,Analista Senior
1D1C,Masculino,28,Pardo,Ensino Superior,RJ,4,Compras,Analista Senior
ED77,Feminino,19,Branco,Ensino Superior,BA,4,Marketing,Analista Pleno
ED2C,Feminino,18,Pardo,Ensino Superior,RJ,,Compras,Gerente
DF22,Masculino,45,Preto,Mestrado,GO,8,Marketing,Analista Junior
5D5E,Masculino,42,Branco,Ensino Superior,SC,7,Marketing,Analista Senior
0643,Feminino,22,Preto,Ensino Superior,RR,,Operacoes,Analista Pleno
4F8E,Masculino,25,Branco,Ensino Superior,PB,2,Administrativo,Analista Junior
F314,Masculino,49,Pardo,Doutorado,AP,6,TI,Analista Pleno
8B06,Masculino,24,Pardo,Ensino Superior,MG,4,Administrativo,Analista Senior
64AE,Feminino,40,Branco,Ensino Superior,RS,2,Vendas,Analista Junior
34B0,Feminino,39,Branco,Doutorado,MG,5,Recursos Humanos,Analista Pleno
3C8A,Masculino,21,Branco,Ensino Superior,ES,,Desenvolvimento de Produtos,Analista Junior
30E2,Masculino,25,Pardo,Ensino Superior,RJ,2,Administrativo,Analista Junior
0A59,Masculino,35,Branco,Doutorado,PR,2,Compras,Analista Junior
1B55,Masculino,44,Pardo,Ensino Superior,SC,7,Administrativo,Analista Senior
EF1E,Masculino,35,Branco,Ensino Superior,PE,8,Administrativo,Analista Senior
DE85,Feminino,56,Pardo,Ensino Superior,SP,5,Marketing,Gerente
E6E2,Masculino,36,Branco,Ensino Superior,RS,3,Administrativo,Analista Pleno
1985,Masculino,39,Pardo,Mestrado,RN,4,Vendas,Analista Senior
72C9,Masculino,20,Branco,Ensino Superior,MT,,Operacoes,Analista Junior
7152,Masculino,25,Branco,Ensino Superior,PE,1,Administrativo,Analista Junior
9892,Masculino,33,Preto,Pos graduacao,AP,2,Desenvolvimento de Produtos,Analista Senior
6B5D,Masculino,58,Pardo,Ensino Superior,CE,9,TI,Analista Senior
710E,Masculino,40,Branco,Pos graduacao,SC,,TI,Analista Pleno
1F76,Masculino,22,Pardo,Ensino Superior,SP,4,Compras,Analista Junior
2B99,Masculino,34,Preto,Ensino Superior,RO,8,Marketing,Analista Junior
2479,Masculino,20,Branco,Ensino Superior,PR,4,TI,Gerente
6BBD,Masculino,18,Branco,Doutorado,MG,4,Marketing,Analista Pleno
01ED,Masculino,34,Branco,Pos graduacao,RS,5,Compras,Analista Junior
7E22,Feminino,28,Pardo,Ensino Superior,MG,0,Desenvolvimento de Produtos,Analista Junior
18F2,Feminino,36,Branco,Mestrado,AL,3,Vendas,Analista Senior
60DC,Masculino,25,Branco,Ensino Superior,MA,8,Recursos Humanos,Analista Junior
D926,Masculino,44,Pardo,Ensino Superior,GO,1,Recursos Humanos,Analista Junior
94FC,Masculino,22,Pardo,Ensino Superior,CE,3,Marketing,Analista Junior
60DF,Masculino,56,Branco,Ensino Superior,MS,11,Administrativo,Analista Senior
8A20,Masculino,32,Branco,Ensino Superior,RS,8,Marketing,Analista Junior
872F,Feminino,46,Pardo,Ensino Superior,SP,6,Operacoes,Analista Senior
EBDA,Feminino,31,Branco,Ensino Superior,RS,6,Desenvolvimento de Produtos,Analista Pleno
01B0,Feminino,39,Branco,Ensino Medio,SC,8,Contabilidade,Analista Pleno
1C8E,Masculino,20,Pardo,Ensino Superior,TO,5,Recursos Humanos,Analista Junior
D302,Masculino,46,Branco,Ensino Superior,RR,2,Administrativo,Estagiario
5091,Masculino,40,Branco,Ensino Medio,CE,8,TI,Analista Senior
9668,Masculino,25,Branco,Doutorado,AL,,Recursos Humanos,Analista Junior
E61C,Masculino,49,Preto,Ensino Superior,SC,7,TI,Analista Pleno
1AF7,Masculino,19,Branco,Ensino Superior,RS,4,Desenvolvimento de Produtos,Analista Pleno
81D7,Masculino,25,Pardo,Ensino Superior,MG,,Desenvolvimento de Produtos,Gerente
18E6,Masculino,20,Pardo,Ensino Superior,SC,,Compras,Analista Junior
A605,Masculino,27,Branco,Ensino Superior,SC,3,TI,Analista Pleno
21BE,Masculino,26,Pardo,Ensino Superior,PB,9,Vendas,Analista Pleno
1272,Masculino,47,Pardo,Ensino Superior,GO,,Administrativo,Analista Pleno
8A1A,Masculino,26,Pardo,Ensino Superior,AL,2,Contabilidade,Analista Senior
3100,Feminino,40,Preto,Pos graduacao,RO,10,Desenvolvimento de Produtos,Analista Junior
02DE,Masculino,45,Pardo,Ensino Superior,RJ,7,Marketing,Diretor
B113,Feminino,33,Branco,Mestrado,SP,6,Contabilidade,Analista Junior
99A2,Feminino,19,Pardo,Ensino Medio,MG,,TI,Gerente
7ACF,Feminino,42,Branco,Ensino Superior,RR,4,Compras,Analista Pleno
543F,Masculino,41,Pardo,Mestrado,DF,5,Marketing,Gerente
791A,Masculino,20,Pardo,Ensino Medio,RS,4,Administrativo,Analista Pleno
A00A,Masculino,27,Branco,Ensino Superior,AM,8,Contabilidade,Analista Senior
1DFA,Masculino,22,Pardo,Pos graduacao,SE,2,Compras,Analista Junior
3F67,Masculino,19,Pardo,Ensino Superior,RJ,,Administrativo,Analista Junior
5145,Masculino,42,Branco,Ensino Superior,MG,5,Vendas,Gerente
9CE9,Feminino,21,Preto,Ensino Superior,AL,1,Vendas,Analista Junior
BC85,Masculino,30,Branco,Ensino Superior,MG,7,Recursos Humanos,Analista Junior
71C1,Masculino,27,Pardo,Ensino Superior,SC,4,Recursos Humanos,Analista Junior
BBD1,Masculino,46,Pardo,Mestrado,PR,12,Administrativo,Analista Pleno
779A,Masculino,45,Branco,Ensino Superior,RN,0,Administrativo,Estagiario
70D4,Masculino,30,Pardo,Mestrado,MT,6,Operacoes,Analista Senior
3CBE,Masculino,30,Preto,Ensino Superior,MG,14,Administrativo,Analista Senior
BF0D,Masculino,38,Pardo,Ensino Superior,RR,7,Administrativo,Analista Junior
5543,Masculino,22,Pardo,Ensino Superior,SP,6,Contabilidade,Analista Junior
60D5,Masculino,39,Preto,Doutorado,DF,3,Desenvolvimento de Produtos,Analista Senior
51C8,Feminino,46,Pardo,Ensino Superior,CE,4,Recursos Humanos,Analista Junior
F023,Masculino,20,Pardo,Ensino Superior,PB,0,Desenvolvimento de Produtos,Analista Senior
0AD0,Masculino,48,Branco,Ensino Superior,GO,1,Contabilidade,Gerente
3400,Masculino,32,Pardo,Doutorado,RO,7,Desenvolvimento de Produtos,Gerente
7C2C,Feminino,26,Preto,Ensino Superior,PB,4,Desenvolvimento de Produtos,Analista Senior
ECDF,Masculino,39,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Pleno
AD16,Masculino,30,Branco,Ensino Superior,SE,7,Operacoes,Analista Junior
1428,Feminino,20,Branco,Ensino Superior,MS,,Recursos Humanos,Analista Junior
3A5E,Masculino,38,Branco,Mestrado,MT,3,Contabilidade,Analista Pleno
5105,Masculino,20,Pardo,Ensino Medio,AM,,TI,Analista Senior
EE50,Masculino,46,Branco,Ensino Superior,RS,9,Recursos Humanos,Analista Pleno
97D3,Feminino,33,Pardo,Ensino Superior,MS,1,Vendas,Analista Junior
0B34,Feminino,37,Branco,Ensino Superior,PI,5,Marketing,Analista Senior
625D,Masculino,38,Pardo,Ensino Superior,RN,8,Desenvolvimento de Produtos,Analista Senior
6C01,Masculino,18,Branco,Ensino Superior,TO,3,Marketing,Analista Pleno
1B9B,Feminino,20,Branco,Doutorado,SE,2,Vendas,Analista Senior
E4DB,Masculino,30,Pardo,Pos graduacao,SP,6,Contabilidade,Analista Senior
7D43,Masculino,18,Pardo,Pos graduacao,PA,,Recursos Humanos,Analista Pleno
5447,Feminino,21,Preto,Ensino Superior,RJ,5,Administrativo,Analista Senior
B097,Masculino,29,Pardo,Ensino Superior,PE,0,Contabilidade,Analista Pleno
6634,Masculino,38,Preto,Doutorado,RR,6,Contabilidade,Gerente
4B7D,Masculino,38,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Junior
738E,Masculino,31,Pardo,Mestrado,AC,5,TI,Gerente
B0E7,Masculino,33,Branco,Ensino Superior,AC,1,Vendas,Analista Junior
123A,Masculino,30,Branco,Mestrado,RJ,0,Vendas,Gerente
8665,Masculino,18,Pardo,Pos graduacao,RJ,2,Compras,Analista Pleno
C19A,Masculino,28,Pardo,Pos graduacao,RS,1,Recursos Humanos,Analista Junior
A458,Masculino,26,Preto,Pos graduacao,MT,0,Desenvolvimento de Produtos,Analista Pleno
1DC3,Masculino,31,Pardo,Ensino Superior,MS,8,Marketing,Analista Senior
F27A,Masculino,28,Pardo,Mestrado,SC,1,Administrativo,Gerente
A8D2,Masculino,29,Pardo,Ensino Superior,MT,5,Administrativo,Analista Junior
FEC8,Masculino,36,Pardo,Mestrado,MG,7,Desenvolvimento de Produtos,Analista Junior
2D48,Masculino,20,Pardo,Mestrado,RJ,,Vendas,Analista Pleno
1ABF,Masculino,32,Pardo,Ensino Superior,RJ,1,Contabilidade,Analista Senior
5A71,Masculino,26,Branco,Ensino Superior,AL,3,Marketing,Gerente
B2C2,Feminino,23,Pardo,Pos graduacao,SP,7,Administrativo,Analista Junior
30D5,Masculino,39,Pardo,Ensino Medio,MS,6,Recursos Humanos,Analista Junior
C8C4,Masculino,28,Pardo,Ensino Superior,CE,1,Compras,Analista Junior
B183,Masculino,25,Pardo,Ensino Superior,AM,3,TI,Gerente
3264,Masculino,30,Pardo,Ensino Superior,MG,4,Vendas,Analista Pleno
443B,Masculino,40,Branco,Ensino Superior,SP,6,Contabilidade,Analista Senior
18CB,Masculino,34,Pardo,Ensino Superior,MT,5,Desenvolvimento de Produtos,Analista Pleno
4622,Masculino,18,Branco,Ensino Superior,SE,,Recursos Humanos,Estagiario
01F1,Masculino,27,Pardo,Ensino Superior,TO,11,Marketing,Analista Pleno
8FC6,Masculino,24,Preto,Ensino Medio,MS,10,Administrativo,Analista Junior
41FE,Masculino,24,Pardo,Mestrado,MS,0,Recursos Humanos,Analista Pleno
3760,Masculino,34,Branco,Pos graduacao,MG,5,Operacoes,Gerente
6BEF,Masculino,20,Branco,Mestrado,MT,,Administrativo,Estagiario
2F6D,Feminino,25,Pardo,Ensino Superior,PE,5,TI,Analista Senior
67CF,Masculino,36,Branco,Ensino Superior,SC,5,Administrativo,Analista Junior
D1FF,Masculino,21,Pardo,Ensino Superior,SP,,Administrativo,Analista Pleno
F0DB,Feminino,33,Pardo,Doutorado,PA,11,Administrativo,Gerente
0893,Masculino,19,Branco,Ensino Superior,MT,,Vendas,Analista Junior
DB19,Feminino,28,Branco,Ensino Superior,AM,10,TI,Analista Pleno
C00D,Feminino,25,Branco,Mestrado,RS,2,Operacoes,Analista Senior
15A6,Masculino,39,Branco,Ensino Superior,PR,10,Operacoes,Analista Senior
7E18,Feminino,29,Branco,Pos graduacao,SP,7,Compras,Analista Senior
CFB9,Feminino,33,Branco,Ensino Superior,PE,6,Marketing,Analista Junior
51B8,Masculino,20,Preto,Ensino Superior,PR,,Compras,Analista Junior
C0B2,Masculino,28,Branco,Ensino Superior,RS,,Operacoes,Analista Junior
3993,Masculino,25,Branco,Ensino Superior,MG,2,Vendas,Analista Senior
29A0,Masculino,24,Branco,Ensino Superior,CE,5,Compras,Analista Senior
EB32,Masculino,20,Branco,Ensino Superior,AP,,Compras,Analista Senior
3404,Feminino,31,Pardo,Ensino Superior,SP,4,Marketing,Analista Senior
35E2,Feminino,22,Pardo,Ensino Superior,PI,1,TI,Estagiario
97B0,Masculino,26,Preto,Mestrado,MG,7,Recursos Humanos,Gerente
CD94,Masculino,22,Branco,Ensino Superior,PR,8,Compras,Gerente
AB5E,Masculino,34,Pardo,Ensino Superior,BA,2,Desenvolvimento de Produtos,Analista Pleno
18C5,Masculino,24,Pardo,Ensino Superior,CE,4,Recursos Humanos,Analista Junior
A33F,Masculino,36,Branco,Ensino Superior,AL,4,Desenvolvimento de Produtos,Gerente
F037,Masculino,29,Preto,Ensino Superior,TO,4,Operacoes,Gerente
EA77,Masculino,21,Branco,Mestrado,SC,7,Vendas,Analista Pleno
BCD7,Masculino,38,Pardo,Ensino Superior,DF,7,TI,Analista Junior
1C0F,Feminino,51,Pardo,Ensino Superior,PR,13,Recursos Humanos,Analista Junior
D77F,Feminino,19,Pardo,Doutorado,MS,,Vendas,Analista Pleno
9F55,Feminino,31,Pardo,Ensino Superior,RR,5,Desenvolvimento de Produtos,Analista Junior
7A88,Masculino,39,Branco,Ensino Superior,RR,7,Administrativo,Analista Senior
DA73,Feminino,42,Pardo,Mestrado,BA,4,Desenvolvimento de Produtos,Gerente
946D,Feminino,35,Pardo,Ensino Superior,GO,9,Administrativo,Gerente
F167,Feminino,33,Pardo,Ensino Superior,MG,4,Desenvolvimento de Produtos,Analista Junior
0D40,Masculino,33,Pardo,Ensino Superior,DF,2,Contabilidade,Analista Pleno
8569,Masculino,23,Pardo,Ensino Superior,SP,3,Marketing,Analista Pleno
6875,Feminino,28,Branco,Doutorado,MG,5,Operacoes,Gerente
C6B8,Masculino,32,Pardo,Ensino Superior,AL,3,Operacoes,Analista Junior
2297,Masculino,31,Pardo,Ensino Superior,TO,5,Contabilidade,Analista Senior
FE58,Masculino,36,Branco,Ensino Superior,CE,9,Contabilidade,Analista Senior
D9C5,Feminino,39,Branco,Ensino Superior,MG,8,Administrativo,Analista Senior
B260,Masculino,35,Pardo,Ensino Superior,PR,5,Contabilidade,Analista Junior
0334,Feminino,37,Branco,Ensino Superior,PR,7,Administrativo,Gerente
1532,Feminino,31,Pardo,Ensino Superior,PA,5,Marketing,Gerente
7181,Masculino,22,Branco,Ensino Superior,RR,3,Administrativo,Analista Pleno
24C2,Feminino,41,Branco,Doutorado,RJ,8,Operacoes,Analista Senior
EB13,Feminino,38,Branco,Ensino Superior,RS,9,Contabilidade,Analista Junior
ECB6,Masculino,28,Pardo,Ensino Medio,SC,6,Compras,Analista Senior
4AE0,Masculino,24,Branco,Ensino Superior,CE,5,Marketing,Analista Junior
1786,Masculino,18,Branco,Ensino Superior,SE,,Desenvolvimento de Produtos,Analista Junior
8BEA,Masculino,35,Preto,Ensino Superior,RR,2,Marketing,Analista Senior
42C0,Feminino,23,Branco,Ensino Superior,AP,9,Recursos Humanos,Analista Senior
E629,Masculino,43,Pardo,Ensino Superior,MS,1,Contabilidade,Analista Senior
233D,Masculino,20,Pardo,Ensino Superior,RS,0,Administrativo,Analista Junior
BDEE,Masculino,28,Pardo,Mestrado,RR,4,Vendas,Analista Pleno
F769,Masculino,37,Pardo,Ensino Medio,GO,,Compras,Estagiario
0849,Masculino,39,Branco,Ensino Medio,SP,3,Marketing,Analista Pleno
47AE,Masculino,28,Preto,Ensino Superior,RS,4,TI,Analista Junior
0A65,Masculino,22,Preto,Doutorado,SC,8,Operacoes,Analista Pleno
C88F,Masculino,32,Pardo,Mestrado,PI,,Vendas,Analista Junior
CFED,Masculino,28,Branco,Ensino Superior,AM,8,Marketing,Gerente
BCBF,Masculino,28,Pardo,Mestrado,RJ,8,Desenvolvimento de Produtos,Analista Pleno
283E,Masculino,20,Branco,Ensino Superior,SP,,Vendas,Analista Pleno
B911,Masculino,48,Pardo,Pos graduacao,SC,6,Administrativo,Gerente
3AD4,Masculino,21,Branco,Ensino Superior,MG,0,Desenvolvimento de Produtos,Analista Pleno
2AC9,Masculino,19,Pardo,Ensino Superior,RJ,,Vendas,Gerente
F7E1,Masculino,34,Pardo,Ensino Medio,MT,7,TI,Analista Senior
325B,Feminino,,Pardo,Ensino Medio,CE,9,Recursos Humanos,Analista Pleno
A52B,Masculino,27,Pardo,Doutorado,SP,9,Marketing,Analista Junior
BDD1,Masculino,31,Pardo,Ensino Superior,RJ,2,Administrativo,Analista Junior
F8A9,Masculino,18,Pardo,Mestrado,PR,,Compras,Analista Junior
9358,Feminino,22,Branco,Ensino Superior,SC,3,Administrativo,Analista Junior
E8E7,Feminino,19,Branco,Mestrado,PR,,Recursos Humanos,Analista Junior
F8A0,Feminino,27,Branco,Ensino Superior,PE,9,Desenvolvimento de Produtos,Analista Junior
C030,Masculino,68,Pardo,Ensino Superior,RJ,9,Operacoes,Analista Pleno
482C,Masculino,46,Pardo,Mestrado,SP,0,Recursos Humanos,Estagiario
CE94,Masculino,38,Branco,Pos graduacao,MA,7,Desenvolvimento de Produtos,Analista Senior
6775,Masculino,19,Branco,Mestrado,TO,4,Administrativo,Analista Pleno
7870,Masculino,41,Pardo,Pos graduacao,MT,9,Vendas,Gerente
0968,Feminino,24,Pardo,Ensino Superior,AM,7,Administrativo,Analista Junior
12F3,Masculino,22,Pardo,Ensino Superior,RJ,,Marketing,Analista Senior
BFC9,Masculino,18,Branco,Doutorado,CE,2,Contabilidade,Analista Junior
5CA4,Masculino,46,Branco,Ensino Superior,DF,10,Marketing,Analista Senior
8DAE,Masculino,28,Preto,Pos graduacao,TO,4,Recursos Humanos,Analista Pleno
5671,Feminino,31,Branco,Ensino Superior,MG,8,Operacoes,Analista Senior
1B3C,Masculino,29,Pardo,Ensino Superior,DF,4,Administrativo,Gerente
6599,Feminino,43,Pardo,Ensino Superior,BA,0,Marketing,Analista Junior
881A,Masculino,22,Pardo,Mestrado,RO,,TI,Analista Senior
0AD7,Feminino,35,Pardo,Ensino Superior,SP,3,Recursos Humanos,Analista Senior
5A8D,Masculino,32,Branco,Ensino Superior,AM,7,Compras,Analista Senior
D6CA,Masculino,19,Branco,Ensino Superior,PE,0,TI,Analista Senior
A993,Masculino,19,Pardo,Ensino Superior,MS,,Contabilidade,Analista Junior
2958,Masculino,32,Branco,Pos graduacao,SP,9,Compras,Analista Junior
0413,Masculino,22,Pardo,Pos graduacao,RS,4,Recursos Humanos,Analista Senior
64BF,Masculino,40,Preto,Ensino Superior,RJ,6,Compras,Analista Senior
F956,Masculino,21,Branco,Pos graduacao,AL,4,Recursos Humanos,Analista Junior
AE20,Masculino,21,Branco,Ensino Superior,ES,7,Administrativo,Gerente
FB91,Masculino,24,Pardo,Ensino Superior,BA,0,Vendas,Estagiario
62AC,Masculino,37,Preto,Ensino Superior,AL,2,Vendas,Analista Pleno
9246,Masculino,35,Branco,Ensino Superior,MG,0,Administrativo,Estagiario
CD3D,Masculino,44,Branco,Pos graduacao,SP,7,TI,Analista Pleno
8FA9,Masculino,26,Branco,Ensino Superior,AM,2,Recursos Humanos,Analista Junior
4ABC,Masculino,30,Branco,Mestrado,RJ,7,Operacoes,Analista Junior
C3A7,Masculino,35,Pardo,Mestrado,CE,9,TI,Analista Junior
FFF8,Masculino,31,Branco,Ensino Medio,SE,7,Administrativo,Analista Junior
1140,Masculino,33,Pardo,Mestrado,AC,7,Contabilidade,Gerente
664A,Feminino,31,Pardo,Ensino Superior,CE,4,TI,Analista Pleno
B6BC,Feminino,46,Pardo,Pos graduacao,RO,2,Marketing,Analista Senior
CACA,Masculino,39,Branco,Ensino Superior,RS,5,Vendas,Analista Pleno
88AE,Feminino,35,Pardo,Ensino Superior,MT,0,Administrativo,Analista Senior
F019,Masculino,31,Branco,Ensino Superior,RN,7,Desenvolvimento de Produtos,Analista Pleno
2F4A,Feminino,24,Pardo,Mestrado,SP,5,Operacoes,Analista Junior
4E6E,Masculino,33,Pardo,Mestrado,PR,4,Marketing,Analista Junior
