,ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
321,3D35,Masculino,21,Pardo,Ensino Superior,TO,7,Marketing,Analista Pleno
322,C05E,Masculino,29,Pardo,Ensino Medio,RJ,3,Contabilidade,Analista Senior
323,8CDF,Feminino,34,Branco,Ensino Superior,RS,4,Contabilidade,Analista Senior
324,CA00,Masculino,34,Branco,Ensino Superior,RJ,7,Compras,Analista Junior
325,D374,Masculino,29,Pardo,Ensino Superior,RS,5,Operacoes,Estagiario
326,52C9,Masculino,33,Pardo,Ensino Superior,MT,4,Recursos Humanos,Analista Junior
327,939A,Masculino,37,Preto,Pos graduacao,TO,3,TI,Analista Senior
328,EFA2,Feminino,29,Pardo,Ensino Superior,SC,8,Recursos Humanos,Analista Senior
329,DE86,Masculino,22,Pardo,Mestrado,PB,1,Administrativo,Gerente
330,6AD5,Masculino,27,Branco,Ensino Superior,MG,1,Desenvolvimento de Produtos,Gerente
331,184D,Masculino,21,Branco,Ensino Medio,MT,3,TI,Analista Senior
332,0EF7,Masculino,34,Pardo,Ensino Superior,PB,4,Administrativo,Gerente
333,23FD,Masculino,53,Pardo,Ensino Superior,RS,10,Compras,Analista Pleno
334,40C1,Masculino,27,Pardo,Ensino Superior,PR,2,Recursos Humanos,Analista Senior
335,7B35,Masculino,35,Pardo,Ensino Superior,PR,4,Compras,Analista Senior
336,1176,Masculino,30,Branco,Ensino Superior,SC,11,Compras,Analista Pleno
337,74FA,Masculino,19,Branco,Ensino Superior,CE,,TI,Analista Pleno
338,5D03,Masculino,51,Branco,Pos graduacao,RJ,9,TI,Analista Pleno
339,0E48,Masculino,22,Pardo,Ensino Superior,RS,,Administrativo,Analista Pleno
340,4D1D,Masculino,19,Pardo,Ensino Superior,SP,4,TI,Estagiario
341,14FC,Masculino,24,Preto,Ensino Superior,SP,,TI,Analista Senior
342,550F,Feminino,36,Branco,Ensino Superior,MS,7,Compras,Analista Junior
343,1C82,Feminino,40,Pardo,Ensino Superior,AL,6,Administrativo,Analista Senior
344,D53C,Masculino,40,Branco,Pos graduacao,AM,6,TI,Analista Pleno
345,DC9A,Masculino,31,Pardo,Ensino Superior,MT,8,Marketing,Analista Senior
346,71FD,Masculino,29,Branco,Pos graduacao,MG,6,Contabilidade,Analista Senior
347,6376,Masculino,26,Pardo,Ensino Superior,SE,11,TI,Analista Senior
348,57C7,Feminino,23,Pardo,Pos graduacao,PE,4,Operacoes,Analista Pleno
349,DAC1,Masculino,25,Branco,Ensino Superior,MS,0,Contabilidade,Analista Pleno
350,BA03,Masculino,30,Branco,Ensino Superior,RO,2,Vendas,Gerente
351,6954,Masculino,41,Branco,Pos graduacao,CE,13,Compras,Analista Pleno
352,0CA4,Masculino,25,Pardo,Ensino Superior,MA,5,Contabilidade,Analista Pleno
353,D4F2,Feminino,23,Pardo,Mestrado,TO,5,Operacoes,Analista Junior
354,06B7,Feminino,27,Pardo,Ensino Superior,MG,9,Operacoes,Gerente
355,0F55,Masculino,38,Pardo,Ensino Superior,MS,8,TI,Gerente
356,6A79,Masculino,40,Preto,Ensino Superior,CE,2,TI,Analista Junior
357,812E,Masculino,36,Pardo,Ensino Superior,AL,0,Compras,Analista Junior
358,97F4,Feminino,48,Pardo,Ensino Superior,GO,4,Contabilidade,Analista Senior
359,911D,Masculino,20,Pardo,Ensino Superior,PE,,Recursos Humanos,Analista Pleno
360,F449,Feminino,20,Preto,Pos graduacao,RN,,Compras,Analista Senior
361,09D9,Masculino,,Pardo,Ensino Superior,RO,4,Vendas,Analista Junior
362,4B36,Masculino,30,Pardo,Ensino Medio,MG,5,TI,Analista Senior
363,F183,Masculino,22,Branco,Ensino Superior,TO,0,Operacoes,Analista Junior
364,81E5,Masculino,41,Pardo,Ensino Superior,PB,8,Contabilidade,Analista Junior
365,C354,Masculino,32,Branco,Ensino Superior,SP,7,Administrativo,Analista Senior
366,0563,Masculino,31,Branco,Ensino Superior,PI,5,Recursos Humanos,Analista Pleno
367,5381,Feminino,37,Pardo,Pos graduacao,MG,1,Contabilidade,Analista Senior
368,2AD1,Masculino,41,Branco,Ensino Superior,GO,12,Vendas,Analista Senior
369,6B68,Feminino,28,Pardo,Ensino Superior,DF,6,Recursos Humanos,Analista Pleno
370,B9D9,Masculino,23,Pardo,Ensino Superior,AC,5,Recursos Humanos,Analista Junior
371,F850,Masculino,27,Preto,Pos graduacao,GO,3,Administrativo,Estagiario
372,CD23,Masculino,40,Branco,Pos graduacao,RJ,3,Administrativo,Analista Junior
373,7F5B,Feminino,22,Pardo,Ensino Superior,SP,3,Administrativo,Analista Pleno
374,8EF8,Feminino,31,Pardo,Ensino Superior,DF,4,Marketing,Analista Pleno
375,783D,Masculino,30,Preto,Ensino Superior,MS,8,Administrativo,Estagiario
376,69F6,Masculino,27,Branco,Ensino Superior,GO,2,Marketing,Analista Junior
377,8D6B,Masculino,24,Branco,Ensino Superior,RO,6,TI,Gerente
378,2B21,Masculino,25,Pardo,Ensino Superior,MG,5,Marketing,Analista Junior
379,DA44,Masculino,36,Pardo,Pos graduacao,RR,4,Marketing,Diretor
380,E493,Feminino,36,Preto,Ensino Superior,SP,4,TI,Analista Senior
381,8490,Masculino,27,Indigena,Pos graduacao,RJ,3,Recursos Humanos,Estagiario
382,2066,Masculino,36,Branco,Ensino Superior,AM,1,Administrativo,Analista Junior
383,9862,Masculino,46,Pardo,Ensino Superior,RJ,4,Marketing,Estagiario
384,9983,Feminino,30,Pardo,Ensino Superior,RJ,9,Administrativo,Analista Senior
385,B847,Masculino,28,Pardo,Ensino Superior,MG,3,Compras,Estagiario
386,C0E5,Masculino,27,Branco,Ensino Medio,SC,12,Desenvolvimento de Produtos,Analista Pleno
387,3DDC,Feminino,35,Branco,Ensino Superior,CE,2,Vendas,Analista Junior
388,1761,Masculino,19,Pardo,Ensino Superior,AC,3,Vendas,Analista Junior
389,0CDC,Feminino,19,Branco,Doutorado,MG,,Administrativo,Gerente
390,A630,Masculino,22,Branco,Ensino Superior,MG,6,TI,Analista Junior
391,E9A5,Masculino,30,Branco,Ensino Superior,PR,6,Desenvolvimento de Produtos,Analista Junior
392,3AAA,Masculino,39,Pardo,Pos graduacao,CE,4,Desenvolvimento de Produtos,Estagiario
393,A11A,Masculino,32,Branco,Pos graduacao,RJ,8,Marketing,Analista Senior
394,2CA6,Masculino,24,Pardo,Pos graduacao,RR,,Recursos Humanos,Analista Junior
395,7C78,Feminino,25,Pardo,Pos graduacao,TO,6,TI,Analista Senior
396,8161,Feminino,36,Pardo,Ensino Superior,SP,7,TI,Analista Pleno
397,A83B,Feminino,28,Branco,Ensino Superior,RO,6,Marketing,Analista Senior
398,75FC,Feminino,35,Pardo,Doutorado,AM,9,TI,Gerente
399,9334,Masculino,43,Pardo,Ensino Superior,SE,5,Recursos Humanos,Estagiario
400,FB82,Masculino,32,Indigena,Ensino Superior,PI,6,Compras,Analista Junior
401,55B4,Masculino,39,Branco,Ensino Superior,RJ,10,Vendas,Analista Junior
402,E9BD,Masculino,32,Pardo,Doutorado,RJ,6,Contabilidade,Analista Junior
403,DDB7,Masculino,23,Pardo,Doutorado,RS,0,Contabilidade,Analista Senior
404,44BF,Masculino,28,Pardo,Ensino Superior,SE,6,Recursos Humanos,Estagiario
405,D4F0,Masculino,23,Branco,Ensino Superior,AL,4,Contabilidade,Analista Pleno
406,0253,Masculino,37,Branco,Mestrado,AP,7,Recursos Humanos,Analista Pleno
407,8034,Masculino,28,Branco,Ensino Superior,AC,8,Operacoes,Analista Junior
408,BDE7,Masculino,30,Pardo,Ensino Superior,MG,8,Desenvolvimento de Produtos,Analista Junior
409,D971,Masculino,28,Pardo,Mestrado,PB,7,Contabilidade,Analista Pleno
410,0A33,Masculino,20,Pardo,Ensino Superior,CE,6,Compras,Analista Senior
411,C9DD,Masculino,35,Branco,Ensino Superior,PA,6,Contabilidade,Analista Junior
412,6C80,Masculino,21,Pardo,Ensino Superior,SP,,Contabilidade,Analista Junior
413,4187,Masculino,37,Pardo,Pos graduacao,MA,2,Administrativo,Analista Senior
415,4CD7,Masculino,37,Preto,Ensino Medio,BA,9,Desenvolvimento de Produtos,Analista Junior
416,EFC8,Masculino,43,Pardo,Ensino Superior,SP,3,Operacoes,Analista Junior
417,63AB,Feminino,37,Pardo,Ensino Superior,SP,0,Administrativo,Analista Pleno
418,C77B,Masculino,28,Pardo,Ensino Superior,RR,1,Recursos Humanos,Analista Junior
419,329E,Masculino,44,Branco,Ensino Superior,RN,9,Recursos Humanos,Analista Junior
420,4ECF,Masculino,33,Pardo,Ensino Superior,MG,11,Operacoes,Diretor
421,62EB,Masculino,35,Pardo,Mestrado,CE,5,Marketing,Analista Junior
422,210F,Masculino,42,Pardo,Ensino Superior,GO,7,Contabilidade,Analista Pleno
423,C09B,Masculino,29,Branco,Doutorado,RN,2,Vendas,Analista Pleno
424,BA2B,Masculino,36,Pardo,Pos graduacao,RJ,6,Desenvolvimento de Produtos,Analista Senior
425,5CDB,Feminino,26,Branco,Ensino Superior,MG,5,Contabilidade,Analista Junior
426,B6E2,Masculino,35,Branco,Mestrado,PA,8,Compras,Estagiario
427,DA14,Feminino,23,Pardo,Ensino Superior,AC,2,Marketing,Gerente
428,7164,Masculino,28,Preto,Mestrado,PR,,Compras,Analista Senior
429,B1FF,Feminino,45,Branco,Ensino Superior,PR,3,Compras,Analista Junior
430,4C08,Masculino,36,Preto,Doutorado,RR,5,Vendas,Gerente
431,7767,Masculino,23,Pardo,Mestrado,PB,7,Operacoes,Analista Senior
432,8F09,Masculino,33,Pardo,Doutorado,MG,0,Recursos Humanos,Analista Junior
433,6E2A,Masculino,22,Pardo,Pos graduacao,RO,,Vendas,Analista Junior
434,5625,Masculino,48,Pardo,Ensino Superior,PE,10,TI,Analista Senior
435,1D1C,Masculino,28,Pardo,Ensino Superior,RJ,4,Compras,Analista Senior
436,ED77,Feminino,19,Branco,Ensino Superior,BA,4,Marketing,Analista Pleno
437,ED2C,Feminino,18,Pardo,Ensino Superior,RJ,,Compras,Gerente
438,DF22,Masculino,45,Preto,Mestrado,GO,8,Marketing,Analista Junior
439,5D5E,Masculino,42,Branco,Ensino Superior,SC,7,Marketing,Analista Senior
440,0643,Feminino,22,Preto,Ensino Superior,RR,,Operacoes,Analista Pleno
441,EC7B,Feminino,21,Branco,Pos graduacao,RJ,6,Contabilidade,Estagiario
442,4F8E,Masculino,25,Branco,Ensino Superior,PB,2,Administrativo,Analista Junior
443,F314,Masculino,49,Pardo,Doutorado,AP,6,TI,Analista Pleno
444,8B06,Masculino,24,Pardo,Ensino Superior,MG,4,Administrativo,Analista Senior
445,64AE,Feminino,40,Branco,Ensino Superior,RS,2,Vendas,Analista Junior
446,34B0,Feminino,39,Branco,Doutorado,MG,5,Recursos Humanos,Analista Pleno
447,3C8A,Masculino,21,Branco,Ensino Superior,ES,,Desenvolvimento de Produtos,Analista Junior
448,30E2,Masculino,25,Pardo,Ensino Superior,RJ,2,Administrativo,Analista Junior
449,0A59,Masculino,35,Branco,Doutorado,PR,2,Compras,Analista Junior
450,1B55,Masculino,44,Pardo,Ensino Superior,SC,7,Administrativo,Analista Senior
451,EF1E,Masculino,35,Branco,Ensino Superior,PE,8,Administrativo,Analista Senior
452,DE85,Feminino,56,Pardo,Ensino Superior,SP,5,Marketing,Gerente
453,E6E2,Masculino,36,Branco,Ensino Superior,RS,3,Administrativo,Analista Pleno
454,1985,Masculino,39,Pardo,Mestrado,RN,4,Vendas,Analista Senior
455,72C9,Masculino,20,Branco,Ensino Superior,MT,,Operacoes,Analista Junior
456,7152,Masculino,25,Branco,Ensino Superior,PE,1,Administrativo,Analista Junior
457,9892,Masculino,33,Preto,Pos graduacao,AP,2,Desenvolvimento de Produtos,Analista Senior
458,9EE5,Masculino,,Pardo,Ensino Superior,RS,5,Vendas,Estagiario
459,6B5D,Masculino,58,Pardo,Ensino Superior,CE,9,TI,Analista Senior
460,710E,Masculino,40,Branco,Pos graduacao,SC,,TI,Analista Pleno
461,1F76,Masculino,22,Pardo,Ensino Superior,SP,4,Compras,Analista Junior
462,2B99,Masculino,34,Preto,Ensino Superior,RO,8,Marketing,Analista Junior
463,2479,Masculino,20,Branco,Ensino Superior,PR,4,TI,Gerente
464,6BBD,Masculino,18,Branco,Doutorado,MG,4,Marketing,Analista Pleno
465,01ED,Masculino,34,Branco,Pos graduacao,RS,5,Compras,Analista Junior
466,7E22,Feminino,28,Pardo,Ensino Superior,MG,0,Desenvolvimento de Produtos,Analista Junior
467,18F2,Feminino,36,Branco,Mestrado,AL,3,Vendas,Analista Senior
468,60DC,Masculino,25,Branco,Ensino Superior,MA,8,Recursos Humanos,Analista Junior
469,D926,Masculino,44,Pardo,Ensino Superior,GO,1,Recursos Humanos,Analista Junior
470,94FC,Masculino,22,Pardo,Ensino Superior,CE,3,Marketing,Analista Junior
471,5E27,Feminino,29,Branco,Ensino Medio,SC,6,Desenvolvimento de Produtos,Estagiario
472,60DF,Masculino,56,Branco,Ensino Superior,MS,11,Administrativo,Analista Senior
473,8A20,Masculino,32,Branco,Ensino Superior,RS,8,Marketing,Analista Junior
474,872F,Feminino,46,Pardo,Ensino Superior,SP,6,Operacoes,Analista Senior
475,EBDA,Feminino,31,Branco,Ensino Superior,RS,6,Desenvolvimento de Produtos,Analista Pleno
476,01B0,Feminino,39,Branco,Ensino Medio,SC,8,Contabilidade,Analista Pleno
477,1C8E,Masculino,20,Pardo,Ensino Superior,TO,5,Recursos Humanos,Analista Junior
478,D302,Masculino,46,Branco,Ensino Superior,RR,2,Administrativo,Estagiario
479,5091,Masculino,40,Branco,Ensino Medio,CE,8,TI,Analista Senior
480,9668,Masculino,25,Branco,Doutorado,AL,,Recursos Humanos,Analista Junior
481,E61C,Masculino,49,Preto,Ensino Superior,SC,7,TI,Analista Pleno
482,1AF7,Masculino,19,Branco,Ensino Superior,RS,4,Desenvolvimento de Produtos,Analista Pleno
483,81D7,Masculino,25,Pardo,Ensino Superior,MG,,Desenvolvimento de Produtos,Gerente
484,18E6,Masculino,20,Pardo,Ensino Superior,SC,,Compras,Analista Junior
485,A605,Masculino,27,Branco,Ensino Superior,SC,3,TI,Analista Pleno
486,21BE,Masculino,26,Pardo,Ensino Superior,PB,9,Vendas,Analista Pleno
487,1272,Masculino,47,Pardo,Ensino Superior,GO,,Administrativo,Analista Pleno
488,8A1A,Masculino,26,Pardo,Ensino Superior,AL,2,Contabilidade,Analista Senior
489,3100,Feminino,40,Preto,Pos graduacao,RO,10,Desenvolvimento de Produtos,Analista Junior
490,02DE,Masculino,45,Pardo,Ensino Superior,RJ,7,Marketing,Diretor
491,ED49,Masculino,22,Preto,Ensino Superior,RJ,4,Contabilidade,Estagiario
492,B113,Feminino,33,Branco,Mestrado,SP,6,Contabilidade,Analista Junior
493,99A2,Feminino,19,Pardo,Ensino Medio,MG,,TI,Gerente
494,7ACF,Feminino,42,Branco,Ensino Superior,RR,4,Compras,Analista Pleno
495,543F,Masculino,41,Pardo,Mestrado,DF,5,Marketing,Gerente
496,879E,Feminino,30,Pardo,Ensino Superior,SP,7,Contabilidade,Estagiario
497,791A,Masculino,20,Pardo,Ensino Medio,RS,4,Administrativo,Analista Pleno
498,A00A,Masculino,27,Branco,Ensino Superior,AM,8,Contabilidade,Analista Senior
499,1DFA,Masculino,22,Pardo,Pos graduacao,SE,2,Compras,Analista Junior
500,3F67,Masculino,19,Pardo,Ensino Superior,RJ,,Administrativo,Analista Junior
501,6AEF,Feminino,27,Pardo,Ensino Superior,CE,4,Vendas,Estagiario
502,5145,Masculino,42,Branco,Ensino Superior,MG,5,Vendas,Gerente
503,9CE9,Feminino,21,Preto,Ensino Superior,AL,1,Vendas,Analista Junior
504,BC85,Masculino,30,Branco,Ensino Superior,MG,7,Recursos Humanos,Analista Junior
505,71C1,Masculino,27,Pardo,Ensino Superior,SC,4,Recursos Humanos,Analista Junior
506,BBD1,Masculino,46,Pardo,Mestrado,PR,12,Administrativo,Analista Pleno
507,779A,Masculino,45,Branco,Ensino Superior,RN,0,Administrativo,Estagiario
508,70D4,Masculino,30,Pardo,Mestrado,MT,6,Operacoes,Analista Senior
509,3CBE,Masculino,30,Preto,Ensino Superior,MG,14,Administrativo,Analista Senior
510,BF0D,Masculino,38,Pardo,Ensino Superior,RR,7,Administrativo,Analista Junior
511,5543,Masculino,22,Pardo,Ensino Superior,SP,6,Contabilidade,Analista Junior
512,60D5,Masculino,39,Preto,Doutorado,DF,3,Desenvolvimento de Produtos,Analista Senior
513,51C8,Feminino,46,Pardo,Ensino Superior,CE,4,Recursos Humanos,Analista Junior
514,F023,Masculino,20,Pardo,Ensino Superior,PB,0,Desenvolvimento de Produtos,Analista Senior
515,0AD0,Masculino,48,Branco,Ensino Superior,GO,1,Contabilidade,Gerente
516,3400,Masculino,32,Pardo,Doutorado,RO,7,Desenvolvimento de Produtos,Gerente
517,7C2C,Feminino,26,Preto,Ensino Superior,PB,4,Desenvolvimento de Produtos,Analista Senior
518,ECDF,Masculino,39,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Pleno
519,AD16,Masculino,30,Branco,Ensino Superior,SE,7,Operacoes,Analista Junior
520,1428,Feminino,20,Branco,Ensino Superior,MS,,Recursos Humanos,Analista Junior
521,3A5E,Masculino,38,Branco,Mestrado,MT,3,Contabilidade,Analista Pleno
522,502B,Feminino,30,Branco,Ensino Superior,MS,11,Administrativo,Estagiario
523,5105,Masculino,20,Pardo,Ensino Medio,AM,,TI,Analista Senior
524,EE50,Masculino,46,Branco,Ensino Superior,RS,9,Recursos Humanos,Analista Pleno
525,97D3,Feminino,33,Pardo,Ensino Superior,MS,1,Vendas,Analista Junior
526,0B34,Feminino,37,Branco,Ensino Superior,PI,5,Marketing,Analista Senior
527,625D,Masculino,38,Pardo,Ensino Superior,RN,8,Desenvolvimento de Produtos,Analista Senior
528,6C01,Masculino,18,Branco,Ensino Superior,TO,3,Marketing,Analista Pleno
529,1B9B,Feminino,20,Branco,Doutorado,SE,2,Vendas,Analista Senior
530,E4DB,Masculino,30,Pardo,Pos graduacao,SP,6,Contabilidade,Analista Senior
531,7D43,Masculino,18,Pardo,Pos graduacao,PA,,Recursos Humanos,Analista Pleno
532,5447,Feminino,21,Preto,Ensino Superior,RJ,5,Administrativo,Analista Senior
533,B097,Masculino,29,Pardo,Ensino Superior,PE,0,Contabilidade,Analista Pleno
534,6634,Masculino,38,Preto,Doutorado,RR,6,Contabilidade,Gerente
535,2442,Feminino,24,Branco,Ensino Superior,RO,7,TI,Estagiario
536,4B7D,Masculino,38,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Junior
537,738E,Masculino,31,Pardo,Mestrado,AC,5,TI,Gerente
538,B0E7,Masculino,33,Branco,Ensino Superior,AC,1,Vendas,Analista Junior
539,123A,Masculino,30,Branco,Mestrado,RJ,0,Vendas,Gerente
540,8665,Masculino,18,Pardo,Pos graduacao,RJ,2,Compras,Analista Pleno
541,C19A,Masculino,28,Pardo,Pos graduacao,RS,1,Recursos Humanos,Analista Junior
542,A458,Masculino,26,Preto,Pos graduacao,MT,0,Desenvolvimento de Produtos,Analista Pleno
543,1DC3,Masculino,31,Pardo,Ensino Superior,MS,8,Marketing,Analista Senior
544,F27A,Masculino,28,Pardo,Mestrado,SC,1,Administrativo,Gerente
545,A8D2,Masculino,29,Pardo,Ensino Superior,MT,5,Administrativo,Analista Junior
546,FEC8,Masculino,36,Pardo,Mestrado,MG,7,Desenvolvimento de Produtos,Analista Junior
547,2D48,Masculino,20,Pardo,Mestrado,RJ,,Vendas,Analista Pleno
548,1ABF,Masculino,32,Pardo,Ensino Superior,RJ,1,Contabilidade,Analista Senior
549,5A71,Masculino,26,Branco,Ensino Superior,AL,3,Marketing,Gerente
550,B2C2,Feminino,23,Pardo,Pos graduacao,SP,7,Administrativo,Analista Junior
551,30D5,Masculino,39,Pardo,Ensino Medio,MS,6,Recursos Humanos,Analista Junior
552,C8C4,Masculino,28,Pardo,Ensino Superior,CE,1,Compras,Analista Junior
553,B183,Masculino,25,Pardo,Ensino Superior,AM,3,TI,Gerente
554,3264,Masculino,30,Pardo,Ensino Superior,MG,4,Vendas,Analista Pleno
555,443B,Masculino,40,Branco,Ensino Superior,SP,6,Contabilidade,Analista Senior
556,18CB,Masculino,34,Pardo,Ensino Superior,MT,5,Desenvolvimento de Produtos,Analista Pleno
557,4622,Masculino,18,Branco,Ensino Superior,SE,,Recursos Humanos,Estagiario
558,01F1,Masculino,27,Pardo,Ensino Superior,TO,11,Marketing,Analista Pleno
559,8FC6,Masculino,24,Preto,Ensino Medio,MS,10,Administrativo,Analista Junior
560,41FE,Masculino,24,Pardo,Mestrado,MS,0,Recursos Humanos,Analista Pleno
561,3760,Masculino,34,Branco,Pos graduacao,MG,5,Operacoes,Gerente
562,6BEF,Masculino,20,Branco,Mestrado,MT,,Administrativo,Estagiario
563,2F6D,Feminino,25,Pardo,Ensino Superior,PE,5,TI,Analista Senior
564,67CF,Masculino,36,Branco,Ensino Superior,SC,5,Administrativo,Analista Junior
565,D1FF,Masculino,21,Pardo,Ensino Superior,SP,,Administrativo,Analista Pleno
566,F0DB,Feminino,33,Pardo,Doutorado,PA,11,Administrativo,Gerente
567,0893,Masculino,19,Branco,Ensino Superior,MT,,Vendas,Analista Junior
568,DB19,Feminino,28,Branco,Ensino Superior,AM,10,TI,Analista Pleno
569,C00D,Feminino,25,Branco,Mestrado,RS,2,Operacoes,Analista Senior
570,15A6,Masculino,39,Branco,Ensino Superior,PR,10,Operacoes,Analista Senior
571,7E18,Feminino,29,Branco,Pos graduacao,SP,7,Compras,Analista Senior
572,CFB9,Feminino,33,Branco,Ensino Superior,PE,6,Marketing,Analista Junior
573,51B8,Masculino,20,Preto,Ensino Superior,PR,,Compras,Analista Junior
574,C0B2,Masculino,28,Branco,Ensino Superior,RS,,Operacoes,Analista Junior
575,3993,Masculino,25,Branco,Ensino Superior,MG,2,Vendas,Analista Senior
576,29A0,Masculino,24,Branco,Ensino Superior,CE,5,Compras,Analista Senior
577,EB32,Masculino,20,Branco,Ensino Superior,AP,,Compras,Analista Senior
578,3404,Feminino,31,Pardo,Ensino Superior,SP,4,Marketing,Analista Senior
579,39CE,Masculino,27,Pardo,Pos graduacao,RO,7,Contabilidade,Estagiario
580,35E2,Feminino,22,Pardo,Ensino Superior,PI,1,TI,Estagiario
581,97B0,Masculino,26,Preto,Mestrado,MG,7,Recursos Humanos,Gerente
582,CD94,Masculino,22,Branco,Ensino Superior,PR,8,Compras,Gerente
583,AB5E,Masculino,34,Pardo,Ensino Superior,BA,2,Desenvolvimento de Produtos,Analista Pleno
584,18C5,Masculino,24,Pardo,Ensino Superior,CE,4,Recursos Humanos,Analista Junior
585,A33F,Masculino,36,Branco,Ensino Superior,AL,4,Desenvolvimento de Produtos,Gerente
586,F037,Masculino,29,Preto,Ensino Superior,TO,4,Operacoes,Gerente
587,EA77,Masculino,21,Branco,Mestrado,SC,7,Vendas,Analista Pleno
588,BCD7,Masculino,38,Pardo,Ensino Superior,DF,7,TI,Analista Junior
589,1C0F,Feminino,51,Pardo,Ensino Superior,PR,13,Recursos Humanos,Analista Junior
590,D77F,Feminino,19,Pardo,Doutorado,MS,,Vendas,Analista Pleno
591,9F55,Feminino,31,Pardo,Ensino Superior,RR,5,Desenvolvimento de Produtos,Analista Junior
592,7A88,Masculino,39,Branco,Ensino Superior,RR,7,Administrativo,Analista Senior
593,44F2,Masculino,26,Branco,Pos graduacao,MS,4,Administrativo,Estagiario
594,DA73,Feminino,42,Pardo,Mestrado,BA,4,Desenvolvimento de Produtos,Gerente
595,946D,Feminino,35,Pardo,Ensino Superior,GO,9,Administrativo,Gerente
596,F167,Feminino,33,Pardo,Ensino Superior,MG,4,Desenvolvimento de Produtos,Analista Junior
597,0D40,Masculino,33,Pardo,Ensino Superior,DF,2,Contabilidade,Analista Pleno
598,BEFD,Masculino,18,Pardo,Ensino Superior,SC,3,Compras,Estagiario
599,8569,Masculino,23,Pardo,Ensino Superior,SP,3,Marketing,Analista Pleno
600,B0AC,Masculino,21,Branco,Ensino Superior,RJ,6,Contabilidade,Estagiario
601,6875,Feminino,28,Branco,Doutorado,MG,5,Operacoes,Gerente
602,C6B8,Masculino,32,Pardo,Ensino Superior,AL,3,Operacoes,Analista Junior
603,2C9D,Masculino,25,Pardo,Pos graduacao,SP,7,TI,Estagiario
604,2297,Masculino,31,Pardo,Ensino Superior,TO,5,Contabilidade,Analista Senior
605,FE58,Masculino,36,Branco,Ensino Superior,CE,9,Contabilidade,Analista Senior
606,D9C5,Feminino,39,Branco,Ensino Superior,MG,8,Administrativo,Analista Senior
607,B260,Masculino,35,Pardo,Ensino Superior,PR,5,Contabilidade,Analista Junior
608,D6D6,Masculino,43,Preto,Ensino Superior,SP,3,TI,Estagiario
609,0334,Feminino,37,Branco,Ensino Superior,PR,7,Administrativo,Gerente
